ticker,security,,,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,proft/employee,div_yield,three_year,five_year,ten_year,,rd,peg,profit_margin,roa,roe
CVGI,Commercial Vehicle Group,,,,,,,,,,,,,,,,,11/2/20,,,,,-10.92,5.75,-8.11,,,0,-5.14,-8.69,-33.38
CSX,CSX,,,23,,1,0,,8/4/18,12250000000,0.074,3309000000,-0.395,36729000000,60805200000,Industrials,Railroads,11/2/20,,22475,0,1.29,17.89,25.69,15.62,,,2.9,26.08,7.1,22.59
CF,CF Industries Holdings,,,69,3.7,1,0,maybe,9/8/19,,,,,,,Basic Materials,Agricultural Inputs,11/2/20,,,#DIV/0!,4.35,-6.34,-8.23,4.22,,,1.1,8.87,3.05,12.73
CFG,Citizens Financial Group,,,49,,1,0,,8/4/18,7354000000,0.139,1721000000,0.042,1.61E+11,14962700000,Financial Services,Banks - Regional - US,11/2/20,,18140,0,5.72,-6.24,6.26,,,,0,17.83,0.64,5.3
CG,Carlyle Grou,,,,,,,,,,,,,,,,,11/2/20,,,,4.25,9.2,9.92,,,,0,-15.09,-1.27,-11.55
CGC,Canopy Growth Corporation,,,,,,,,,,,,,,,Healthcare,Drug Manufacturers - Specialty & Generic,11/2/20,,,,,18.41,56.44,,,,0,-297.1,-16.06,-23.53
FAST,Fastenal,,,53,,1,0,,8/4/18,,,,,,,Industrials,Industrial Distribution,11/2/20,,,#DIV/0!,2.31,25.62,19.19,14.39,,,2.8,15.12,21.25,30.77
CYH,Community Health Systems,,,,,,,,,14155000000,-0.234,-788000000,-,15859000000,433500000,Healthcare,Medical Care,11/2/20,,78500,,,16.02,-18.17,-10,,,0,,,
CHDN,Churchill Downs Incorporated,,,,,1,0,yes,8/4/18,,,,,,,Consumer Cyclical,Gambling,11/2/20,,,,0.39,30.39,25.72,29.04,,,0,-8.99,-3.26,-20.59
CHK,Chesapeake Energy,,,29,,1,0,,8/4/18,10231000000,0.077,873000000,-0.08,10947000000,5058300000,Energy,Oil & Gas E&P,11/2/20,,2350,0,,10.06,7.5,,,,0,,,
CHKP,Check Point Software Technologies Ltd.,,,,,,,,,,,,,,,Technology,Software - Application,11/2/20,848,,#DIV/0!,,2.71,6.48,10.39,,249,3.2,41.47,15.21,24.46
CHRW,Burlington Stores,,,43,,1,0,,8/4/18,16631200000,0.118,664500000,0.316,4427400000,11948800000,Industrials,Integrated Shipping & Logistics,11/2/20,,15262,0,2.31,5.43,6.61,3.83,,,2.7,2.96,9.43,25.81
CHTR,Spectrum,,,37,,1,0,,8/4/18,43634000000,0.049,1230000000,-0.876,1.46E+11,85923400000,Communication Services,Pay TV,11/2/20,,98000,0,,20.34,23.22,32.25,,,0.7,5.7,1.86,8.98
CHWY,Chewy,,,40,2.9,,,,9/12/19,,,,,,,,,11/2/20,,,#DIV/0!,,,,,,,0,,,
CYBR,CyberArk Software Ltd,,,,,,,,,,,,,,,,,11/2/20,34,,#DIV/0!,,29.33,14.48,,,83,2.3,7.55,3,5.68
CINF,Cincinnati Financial,,,68,,1,0,,8/4/18,,,,,,,Financial Services,Insurance - Property & Casualty,11/2/20,,,#DIV/0!,3.34,3.04,6.69,11.92,,,0,11.34,3.1,8.3
CLDR,"Cloudera, Inc.",,,,,,,,,,,,,,,Technology,Software - Application,11/2/20,,,,,-14.11,,,,,0,-28.8,-10.78,-16.56
CMA,Comerica,,,29,,1,0,,8/4/18,,,,,,,Financial Services,Banks - Regional - US,11/2/20,,,#DIV/0!,5.95,-12.04,4.52,5.1,,,0,17.34,0.66,7.04
CMCM,Cheetah Mobile Inc,,,,,1,0,no,8/4/18,,,,,,,Technology,Software - Application,11/2/20,,,,,-24.69,-28.18,,,,0,-15.04,-6,-8.87
CMCSA,Comcast,,,58,,0,0,,8/4/18,94507000000,0.118,11731000000,-0.484,2.52E+11,1.81E+11,Communication Services,Pay TV,11/2/20,,184000,0,2.13,7.65,7.48,16.3,,,1.2,9.9,3.93,12.56
CME,CME Group,,,56,,1,0,,8/4/18,,,,,,,Financial Services,Financial Exchanges,11/2/20,,,#DIV/0!,2.19,6.41,13.3,12.93,,,2.3,46.39,2.53,8.92
DF,Dean Foods,,,,,,,,,7755300000,-0.005,-326900000,-6.308,2118500000,277900000,Consumer Defensive,Packaged Foods,11/2/20,,15000,,,-24.34,-7,-4.8,,,0,,,
CMG,Chipotle Mexican Grill,,,49,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Restaurants,11/2/20,,,#DIV/0!,,62.02,13.75,18.64,,,2.1,4.08,4.49,13.84
ETN,Eaton Corporation,,,49,,1,0,yes,8/4/18,,,,,,,Industrials,Diversified Industrials,11/2/20,1542,,#DIV/0!,2.79,13.16,16.22,11.02,,578,2.7,8.03,4.93,10.11
AWR,American States Water Co.,,,,,1,0,no,,,,,,,,Utilities,Utilities - Regulated Water,11/2/20,,,#DIV/0!,1.67,13.72,14.95,16.28,14.98333333,,0,17.59,5.15,14.03
CNC,Centene,,,53,3.1,1,0,no,9/8/19,60116000000,0.238,900000000,0.087,30901000000,21939700000,Healthcare,Health Care Plans,11/2/20,,47300,0,,9.2,15.42,27,,,0.9,2,3.95,10.67
CNHI,CNH Industrial,,,47,3.5,,,,9/8/19,,,,,,,Industrials,Farm & Construction Equipment,11/2/20,1036,,#DIV/0!,,-13.4,4.72,,,930,5.5,4.13,2.25,18.3
NSC,Norfolk Southern,,,42,2.8,1,0,yes,9/8/19,11458000000,0.086,2666000000,-0.507,36239000000,49860300000,Industrials,Railroads,11/3/20,,26662,0,1.8,19.32,23.39,14.42,,,2.6,20.23,5.3,13.28
CNK,Cinemark Holdings,,,42,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Media - Diversified,11/2/20,,,,8.55,-30.9,-17.48,0.41,,,0,-7.86,-2.93,-13.07
CNP,CenterPoint Energy,,,77,,1,0,,8/4/18,10589000000,0.101,368000000,-0.795,27009000000,15394200000,Utilities,Utilities - Regulated Gas,11/2/20,,7977,,4.15,-6.14,7.59,6.33,,,0,-6.58,-2.41,-12.83
DISCK,Discovery,,,,,,,,,10553000000,0.535,594000000,-,32550000000,13632800000,Consumer Cyclical,Media - Diversified,11/2/20,,9000,,,5.57,-7.33,-0.11,,,0.8,8.51,2.74,9.41
CODI,Compass Diversified,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,8.33,9,8.9,6.56,,,0,3.46,2.36,6.16
DHR,Danaher,,,57,,1,0,,8/4/18,19893000000,0.085,2650900000,0.064,47832500000,94485900000,Healthcare,Diagnostics & Research,11/2/20,3681,71000,51845.07042,0.31,36.24,21.93,19.46,,1246,2.3,17.82,5.41,11.08
COF,Capital One Financial,,,62,,1,0,,8/4/18,32377000000,0.079,6015000000,2.035,3.73E+11,38340700000,Financial Services,Credit Services,11/2/20,,47600,,1.78,-4.64,0.78,8.83,,,0,-0.43,-0.03,-0.21
COG,Cabot,,,55,,1,0,,8/4/18,,,,,,,Energy,Oil & Gas E&P,11/2/20,,,#DIV/0!,2.25,-13.37,-3.59,9.46,,,3.2,14.7,4.88,9.98
MCO,Moodys,,,63,,1,0,,8/4/18,,,,,,,Financial Services,Capital Markets,11/3/20,,,#DIV/0!,,23.71,23.29,26.43,,,2.3,34.32,17.25,185.22
COLM,Columbia Sportswear,,,50,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Apparel Manufacturing,11/2/20,,,#DIV/0!,0.67,7.53,7.32,12.04,,,0,6.66,6.92,11.05
DNN,Denison Mines,,,,,,,,,,,,,,,,,11/2/20,,,,,-6.57,-2.85,-17.5,,,0,-104.05,-5.22,-7.37
COP,ConocoPhillips,,,32,,1,0,,8/4/18,38727000000,0.189,6257000000,-,69980000000,75710100000,Energy,Oil & Gas E&P,11/2/20,,10800,0,5.9,-13.12,-7.87,0.97,,,0,9.43,3.42,7.13
CORE,Core Mark Holding,,,42,,1,0,,8/4/18,12903900000,0.056,45500000,0.358,1666100000,1703200000,Consumer Defensive,Food Distribution,11/2/20,,8087,0,1.76,-4.72,-5.62,14.03,,,0,0.36,3.06,10.17
COTY,Coty,,,27,,1,0,,8/4/18,9398000000,0.228,-168800000,-,22630200000,8639500000,Consumer Defensive,Household & Personal Products,11/2/20,,20000,,8.62,-33.25,-29.75,,,,0,-21.48,-5.89,-26.69
CPB,Campbell Soup,,,44,,0,0,,8/4/18,8685000000,0.101,261000000,-0.706,14529000000,11481600000,Consumer Defensive,Packaged Foods,11/2/20,1628,23000,70782.6087,3,3.46,1.46,5.22,,93,1.1,18.73,12.76,88.82
MMC,Marsh & McLennan,,,53,,1,0,,8/4/18,14950000000,0.066,1650000000,0.106,21578000000,47660100000,Financial Services,Insurance Brokers,11/3/20,,66000,0,,,,,,,2.2,11.91,6.38,25.08
DRAD,Digirad Corp,,,,,,,,,,,,,,,,,11/2/20,,,,,-39.63,-32.19,-3.98,,,0,-6.54,-10.28,-34.14
CMI,Cummins,,,58,,1,0,,8/4/18,23771000000,0.164,2141000000,1.143,19062000000,24839100000,Industrials,Diversified Industrials,11/2/20,1588,62610,25363.36049,2.38,11.78,18.54,11.07,,922,2.5,8.12,7.58,20.48
CPT,Camden Property Trust,,,,,1,0,,8/4/18,,,,,,,Real Estate,REIT - Residential,11/2/20,,,#DIV/0!,3.57,4.64,8.47,9.68,,,0,18.1,2.71,5.35
FRCOY,Fast Retailing Co,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,0.32,28.52,14.36,18.04,,,2,4.7,4.39,9.79
INFO,HIS Markit Ltd,,,,,,,,,,,,,,,,,11/3/20,,,#DIV/0!,0.84,24.58,19.49,14.72,,,2,21.45,5.74,10.97
DVN,Devon Energy,,,20,,1,0,,8/4/18,10734000000,-0.23,3064000000,2.412,19566000000,13832700000,Energy,Oil & Gas E&P,11/2/20,,2880,,4.48,-34.91,-23.16,-13.37,,,0,-62.68,-26.05,-67.33
CRSP,CRISPR Therapeutics,,,,,,,,,,,,,,,,,11/2/20,,,,,66.49,,,,,0,-273.1,-19.16,-21.84
CRWD,"CrowdStrike Holdings, Inc.",,,,,,,,,,,,,,,Technology,Software - Infrastructure,11/2/20,,,,,,,,,,20.3,-17.27,-8.11,-14.88
DYNT,Dynatronics,,,,,,,,,,,,,,,,,11/2/20,,,,,-37.4,-29.28,-16.5,,,0,-8.08,-11.18,-42.66
ILMN,Illumina,,,69,,1,0,maybe,8/4/18,,,,,,,Healthcare,Diagnostics & Research,11/3/20,638,,#DIV/0!,,11.94,14.5,18.26,,644,1.8,19.7,8.8,13.96
CSIQ,Canadian Solar,,,,,,,,,,,,,,,,,11/2/20,257,,#DIV/0!,,25.97,10.29,10.23,,43,,8.04,5,18.46
UNP,Union Pacific,,,44,,1,0,,8/4/18,22832000000,0.075,5966000000,-0.443,59147000000,1.21E+11,Industrials,Railroads,11/3/20,,41967,0,2.19,16.99,16.86,16.19,,,2.5,27.4,8.55,30.51
ROP,Roper Industries,,,,,1,0,yes,8/4/18,,,,,,,Industrials,Diversified Industrials,11/3/20,,,#DIV/0!,0.55,14.62,15.55,18.74,,,2,29.75,9.18,17.64
CTRE,CareTrust REIT,,,,,1,0,no,8/4/18,,,,,,,Real Estate,REIT - Healthcare Facilities,11/2/20,,,#DIV/0!,5.7,1.32,13.16,,,,0,30.17,3.26,5.18
CTRP,"Ctrip.com International, Ltd.",,,,,,,,,,,,,,,Consumer Cyclical,Leisure,11/2/20,,,,,-13.92,,,,,2.6,-9.17,-1.52,-3.12
CTSH,Cognizant Technology Solutions,,,59,,1,0,,8/4/18,16125000000,0.089,2101000000,0.397,15913000000,41665900000,Technology,Information Technology Services,11/2/20,,281600,0,1.2,-0.52,1.44,8.41,,,2.4,8.78,8.5,13.47
CTXS,Citrix Systems,,,43,,1,0,,8/4/18,,,,,,,Technology,Software - Infrastructure,11/2/20,599,,#DIV/0!,1.24,12.49,10.64,7.68,,534,1.6,18.52,13.88,153.37
CVS,CVS Health,,,34,,0,0,,8/4/18,1.95E+11,0.053,-594000000,-1.09,1.96E+11,69951600000,Healthcare,Health Care Plans,11/2/20,,295000,0,,-2.61,-7.55,9.01,,,1,3.13,3.64,12.78
CVX,Chevron,,,51,,1,0,,8/4/18,1.66E+11,0.236,14824000000,0.612,2.54E+11,2.34E+11,Energy,Oil & Gas Integrated,11/2/20,,48600,,7.28,-9.2,0,3.29,,,0.7,-7.57,-3.63,-5.99
CW,Curtiss-Wright,,,68,,1,0,,8/4/18,,,,,,,Industrials,Diversified Industrials,11/2/20,237,,#DIV/0!,0.81,-8.51,5.83,11.73,,72,0,9.96,6.36,13.53
CWT,California Water Service Group,,,47,,1,0,,8/4/18,,,,,,,Utilities,Utilities - Regulated Water,11/2/20,,,#DIV/0!,1.87,3.44,17.06,10.94,,,0,5.45,1.22,5.15
FICO,Fair Isaac,,,,,,,,,,,,,,,,,11/2/20,232,,#DIV/0!,,38.25,33.34,31.96,,159,0,18.92,15.78,89.94
WM,Waste Management,,,58,,0,0,,8/4/18,14914000000,0.03,1925000000,-0.012,22650000000,44128700000,Industrials,Waste Management,11/3/20,,43700,0,1.99,12.62,17.11,13.49,,,2.5,10.66,6.12,24.11
PKI,PerkinElmer,,,,,1,0,,8/4/18,,,,,,,Healthcare,Diagnostics & Research,11/3/20,294,,#DIV/0!,0.22,22.81,20.43,19.08,,191,1.9,9.87,4.51,10.36
CZR,Caesars Entertainment Corp,,,,,1,0,,8/4/18,8391000000,0.729,303000000,-,25775000000,5823500000,Consumer Cyclical,Resorts & Casinos,11/2/20,,66000,,,22.07,36,,,,0,-13.58,-4.12,-18.64
AVY,Avery Dennison,,,83,,1,0,,8/4/18,7159000000,0.082,467400000,0.659,5177500000,9488900000,Industrials,Business Equipment,11/2/20,,30000,0,1.68,10.96,18.18,15.79,14.97666667,,4.7,7.8,9.53,44.06
DAL,Delta Air Lines,,,79,4.1,0,0,maybe,9/8/19,44438000000,0.077,3935000000,0.1,60266000000,35067800000,Industrials,Airlines,11/2/20,,88680,,,-12.48,-7,10.02,,,17,-42.88,-14.8,-114.32
EW,Edwards Lifesciences,,,75,,1,0,,8/4/18,,,,,,,Healthcare,Medical Devices,11/2/20,794,,#DIV/0!,,29.03,22.56,21.1,,759,2.6,18.18,12.44,19.79
CASY,Casey's General Stores,,,,,,,,,7472100000,0.125,317900000,0.791,3469900000,4716900000,Consumer Defensive,Grocery Stores,11/2/20,,27561,0,0.76,13.92,9.67,15.61,,,1.8,3.93,7.53,18.43
TMO,Thermo Fisher Scientific,,,57,,1,0,,8/4/18,24358000000,0.164,2938000000,0.32,56232000000,1.09E+11,Healthcare,Diagnostics & Research,11/3/20,4879,69200,70505.78035,0.18,36.15,29.18,25.18,,1067,1.8,17.12,8.08,15.95
EOG,EOG Resources,,,57,,1,0,,8/4/18,17275400000,0.541,3419000000,0.324,33934500000,55209900000,Energy,Oil & Gas E&P,11/2/20,,2800,,4.13,-28.06,-14.35,-1.53,,,3.1,2.69,0.99,1.72
DCP,DCP Midstream,,,,,,,,,9822000000,0.161,298000000,0.301,14266000000,4736600000,Energy,Oil & Gas Midstream,11/2/20,,2650,,15.27,-13.8,-0.89,1.38,,,4,-11.8,-5.74,-11.95
DD,DuPont de Nemours,,,,,,,,,85977000000,0.372,3844000000,1.633,1.88E+11,1.20E+11,Basic Materials,Chemicals,11/2/20,,98000,,2.11,-14.14,-0.91,5.89,,,192.4,-14.73,-4.21,-7.6
DDS,Dillard’s,,,31,,1,0,,8/4/18,6503300000,0.013,170300000,-0.231,3431400000,1897600000,Consumer Cyclical,Department Stores,11/2/20,,31005,,1.34,-4.01,-12.19,7.4,,,0,-1.89,-2.95,-6.46
SCI,Service Corporation International,,,,,,,no,,,,,,,,Consumer Cyclical,Personal Services,11/3/20,,,#DIV/0!,1.62,12.01,12.39,20.13,14.84333333,,1.9,13.62,3.41,26.26
EQT,EQT Corporation,,,44,,1,0,,8/4/18,,,,,,,Energy,Oil & Gas E&P,11/2/20,,,,0.4,-19.92,-13.5,-0.97,,,0,-82.74,-11.7,-22.36
DELL,Dell Technologies Inc.,,,,,,,,,90621000000,0.152,-2310000000,-,1.12E+11,42170500000,Technology,Computer Systems,11/2/20,2098,157000,13363.05732,,,,,,5111,1.8,,,
DEO,Diageo,,,70,3.9,1,0,yes,9/8/19,,,,,,,Consumer Defensive,Beverages - Wineries & Distilleries,11/2/20,,,#DIV/0!,2.73,1.54,4.99,8.13,,,7.1,11.99,4.36,18.62
DFS,Discover Financial Services,,,60,3.7,0,0,maybe,9/8/19,12848000000,0.113,2742000000,0.306,1.10E+11,23215100000,Financial Services,Credit Services,11/2/20,,16600,0,2.71,2.49,5.76,15.69,,,0.3,9.05,0.86,9.97
DG,Dollar General,,,38,,1,0,,8/4/18,25625000000,0.092,1589500000,0.033,13204000000,30960600000,Consumer Defensive,Discount Stores,11/2/20,,135000,0,0.67,37.24,25.65,22.39,,,1.6,7.48,9.79,33.17
SYK,Stryker,,,,,1,0,,8/4/18,13601000000,0.093,3553000000,2.483,27229000000,73695700000,Healthcare,Medical Devices,11/3/20,1756,36000,48777.77778,1.14,10.48,17.03,15.86,14.45666667,983,3.3,12.35,5.96,13.88
TMUS,T-Mobile,,,,,1,0,no,8/4/18,,,,,,,Communication Services,Telecom Services,11/3/20,,,#DIV/0!,,23.71,23.59,18.58,,,1.8,5.19,1.97,5.96
AMT,American Tower,,,57,,1,0,,8/4/18,7440100000,0.116,1236400000,-0.002,33010400000,86930000000,Communication Services,Telecom Services,11/2/20,,5026,0,1.89,19.72,19.07,17.22,,,2.3,24.08,4.68,42.09
JBHT,J.B. Hunt Transport Services,,,58,,1,0,,8/4/18,8614900000,0.198,489600000,-0.287,5091600000,11014200000,Industrials,Integrated Shipping & Logistics,11/3/20,,27621,0,0.88,,,,,,1.7,5.31,8.9,21.22
DISCA,Discovery Communications,,,44,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Media - Diversified,11/2/20,,,#DIV/0!,,6.86,-6.82,3.57,,,0.8,8.51,2.74,9.41
DISH,DISH Network,,,32,,1,0,,8/4/18,13621300000,-0.054,1575100000,-0.249,30587000000,14827500000,Communication Services,Pay TV,11/2/20,,16000,0,,-18.72,-16.49,3.62,,,1.8,9.9,3.86,11.8
DK,Delek US Holdings,,,,,,,,,10265600000,0.397,340100000,0.178,5760600000,2821700000,Energy,Oil & Gas Refining & Marketing,11/2/20,,3717,,12.23,-20.76,-11.88,9.7,,,0,-1.79,-2.19,-9.18
DKS,Dicks Sporting Goods,,,44,,0,0,,8/4/18,8436600000,-0.018,319900000,-0.011,4187100000,3544900000,Consumer Cyclical,Specialty Retail,11/2/20,,27950,0,2.14,34.02,6.38,8.21,,,2.5,3.03,3.71,14.12
SNPS,Synopsys,,,,,,,,,,,,,,,,,11/3/20,628,,#DIV/0!,,35.39,33.75,23.76,,1230,2.8,17.88,9.08,14.72
DLTR,Dollar Tree,,,40,,0,0,,8/4/18,22823300000,0.026,-1590800000,-1.928,13501200000,25021000000,Consumer Defensive,Discount Stores,11/2/20,,119650,0,,-0.52,6.59,13.29,,,1.5,3.61,4.42,14.01
DOCU,DocuSign,,,,,0,0,,,,,,,,,Technology,Software - Application,11/2/20,,,,,,,,,,4,-17.74,-10.82,-38.63
TTD,"The Trade Desk, Inc.",,,86,3.7,,,,11/3/20,,,,,,,Technology,Software - Application,11/3/20,120,,#DIV/0!,,105.9,,,,139,,17.57,7.74,19.12
ES,Eversource Energy,,,79,,1,0,no,8/4/18,8448200000,0.09,1033000000,0.046,38241300000,22512600000,Utilities,Utilities - Regulated Electric,11/2/20,,7998,0,2.53,15.08,14.43,12.87,14.12666667,,3,13.51,2.85,8.97
DPS,Dr Pepper Snapple Group,,,36,,0,0,,8/4/18,,,,,,,Consumer Defensive,Beverages - Soft Drinks,11/2/20,,,#DIV/0!,,,,,,,,,,
DPZ,Dominos Pizza,,,48,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Restaurants,11/2/20,,,#DIV/0!,0.79,29.15,28.89,38.5,,,2.1,,,
DRI,Darden Restaurants,,,58,,0,0,,8/4/18,8080100000,0.127,596000000,0.244,5469600000,15002600000,Consumer Cyclical,Restaurants,11/2/20,,180656,,2.24,6.58,11.96,10.03,,,1.7,-2.6,-1.92,-7.86
DTE,DTE Energy,,,69,,1,0,,8/4/18,14212000000,0.127,1120000000,-0.012,36288000000,22854200000,Utilities,Utilities - Regulated Electric,11/2/20,,10600,0,3.28,7.35,11.77,12.91,,,3.2,11.28,3.28,11.78
DUK,Duke Energy,,,56,,1,0,,8/4/18,24116000000,0.04,2666000000,-0.128,1.45E+11,65488100000,Utilities,Utilities - Regulated Electric,11/2/20,,30083,0,4.13,5.82,9.13,8.78,,,4.3,8.48,1.32,4.72
DVA,DaVita HealthCare Partners,,,40,,1,0,,8/4/18,16368600000,0.021,159400000,-0.76,19110300000,9033900000,Healthcare,Medical Care,11/2/20,,77700,0,,14.38,2.65,9.27,,,0.8,7.32,4.9,43.39
DXC,DXC Technology,,,,,,,,,24556000000,2.228,1751000000,-,33921000000,17252500000,Technology,Information Technology Services,11/2/20,,150000,,2.28,-31.13,0.21,3.83,,,0,-29.9,-18.97,-74
EXPR,Express,,,36,,0,0,,8/4/18,,,,,,,Consumer Cyclical,Apparel Stores,11/2/20,,,,,-55.95,-50.44,-22.23,,,0,-26.21,-21.74,-114.95
FBHS,Fortune Brands Home & Security,,,100,,1,0,,8/4/18,,,,,,,Consumer Cyclical,Home Furnishings & Fixtures,11/2/20,,,#DIV/0!,1.16,10.52,10.67,,,,1.6,8.36,7.71,19.89
EA,Electronic Arts,,,68,,0,0,maybe,8/4/18,,,,,,,Technology,Electronic Gaming & Multimedia,11/2/20,1983,,#DIV/0!,,2.06,10.72,22.15,,1616,4.1,34.27,18.86,27.8
F,Ford Motor,,,54,,1,0,,8/4/18,1.60E+11,0.023,3677000000,-0.516,2.57E+11,35028000000,Consumer Cyclical,Auto Manufacturers,11/2/20,,199000,,,-9.55,-6.24,-1.51,,,0.4,-0.12,-0.06,-0.48
EADSF,Airbus,,,55,4.1,0,0,yes,9/8/19,,,,,,,Industrials,Aerospace & Defense,11/2/20,,,,,-8.43,2.42,11.95,,,0,-7.65,-3.97,-102.28
EBAY,eBay,,,50,,1,0,,8/4/18,10746000000,0.123,2530000000,-,22819000000,33978700000,Consumer Cyclical,Specialty Retail,11/2/20,5378,14000,384142.8571,1.3,9.36,11.41,11.16,,1293,0.8,45.56,28.96,173.76
ECA,Encana Corporation,,,,,,,,,,,,,,,Energy,Oil & Gas E&P,11/2/20,,,#DIV/0!,,,,,,,,,,
ECL,Ecolab,,,60,,1,0,,8/4/18,14668200000,0.06,1429100000,-0.053,20074500000,50908200000,Basic Materials,Specialty Chemicals,11/2/20,,49000,,1.02,13.96,10.81,15.11,,,4.7,-7.52,-5.53,-14.75
ECPG,Encore Capital Group,,,,,,,,,,,,,,,,,11/2/20,,,#DIV/0!,,-9.39,-3.87,5.05,,,0.1,14.23,4.23,20.81
FCX,Freeport-McMoRan,,,51,,1,0,,8/4/18,18628000000,0.135,2602000000,0.432,42216000000,18678400000,Basic Materials,Copper,11/2/20,,26800,,0.58,9.42,9.54,-6.14,,,0,-4.95,-1.57,-6.85
ED,Consolidated Edison,,,54,,1,0,,8/4/18,12337000000,0.025,1382000000,-0.094,53920000000,27230600000,Utilities,Utilities - Regulated Electric,11/2/20,,15307,0,3.87,0.68,7.46,7.68,,,5.2,10.86,2.32,7.41
EDIT,Editas Medicine,,,,,,,,,,,,,,,,,11/2/20,,,,,9.36,,,,,0,-404.88,-26.11,-42.59
MA,MasterCard,,,76,,0,0,yes,8/4/18,14950000000,0.196,5859000000,0.497,24860000000,2.42E+11,Financial Services,Credit Services,11/3/20,,14800,0,,25.62,24.35,28.29,,,1.6,43.13,23.36,125.19
EFX,Equifax,,,44,,1,0,,8/4/18,,,,,,,Industrials,Business Services,11/2/20,,,#DIV/0!,1.14,10.39,6.76,16.26,,,1.6,11.29,5.3,16.23
NJDCY,Nidec Corp,,,,,,,,,,,,,,,,,11/3/20,77084,,#DIV/0!,0.52,15.08,22.01,15.61,,75071,1.6,5.1,3.91,8.11
EIX,Edison International,,,46,,1,0,,8/4/18,12657000000,0.027,-423000000,-1.749,56715000000,20174200000,Utilities,Utilities - Regulated Electric,11/2/20,,12574,0,4.55,-6.34,2.55,7.42,,,5,2.66,0.54,2.65
CSGP,CoStar Group,,,,,,,,,,,,,,,,,11/2/20,279,,#DIV/0!,,42.57,33.1,32.67,,158,2.8,17.57,5.31,6.48
EME,EMCOR Group,,,,,,,,,8130600000,0.058,283500000,0.248,4088800000,4092300000,Industrials,Engineering & Construction,11/2/20,,33000,0,0.47,-4.03,8.04,10.61,,,0,1.57,2.99,7.04
EMN,Eastman Chemical,,,62,,1,0,,8/4/18,10151000000,0.063,1080000000,-0.22,15995000000,10531100000,Basic Materials,Chemicals,11/2/20,577,14595,39534.08702,3.27,-0.16,5.54,9.72,,232,5.2,6.64,3.58,9.71
EMR,Emerson Electric,,,56,,1,0,,8/4/18,17408000000,0.068,2203000000,0.451,20390000000,42083000000,Industrials,Diversified Industrials,11/2/20,,87500,0,3.09,5.1,9.95,4.61,,,2.5,11.39,9.1,23.62
ENB,Enbridge,,,23,,1,0,,8/4/18,,,,,,,Energy,Oil & Gas Midstream,11/2/20,,,#DIV/0!,8.58,-2.47,-2.55,4.52,,,0,4.36,1.16,3.18
ENLC,EnLink Midstream,,,,,,,,,7699000000,0.341,-13200000,-1.062,10694100000,6219200000,Energy,Oil & Gas Midstream,11/2/20,,1449,,17.3,-30.06,-18.36,2.35,,,0,-27.11,-12.66,-48.2
FTNT,Fortinet Inc,,,,,,,,,,,,,,,,,11/2/20,411,,#DIV/0!,,42.02,26.04,21.72,,304,1.9,17.46,12.27,49.35
ENR,Energizer,,,,,,,,,,,,,,,,,11/2/20,4,,,3.05,2.17,1.75,,,35,0,-0.44,-0.22,-2.51
ENS,EnerSys,,,48,,1,0,,8/4/18,,,,,,,Technology,Electronic Components,11/2/20,,,#DIV/0!,0.98,2.79,3.81,11.55,,,1.8,4.1,3.82,9.32
FLR,Fluor,,,44,,1,0,,8/4/18,19166600000,-0.018,224800000,0.175,8913600000,5137600000,Industrials,Engineering & Construction,11/2/20,,53349,,,-31.12,-19.95,-8.85,,,0,-11.99,-21.05,-85.03
EPD,Enterprise Products,,,72,,1,0,,8/4/18,36534200000,0.249,4172400000,0.491,56969800000,63579800000,Energy,Oil & Gas Midstream,11/2/20,,7000,0,10.74,-4.1,-2.07,3.94,,,58.3,15.41,7.46,18.24
MAS,Masco,,,54,,1,0,,8/4/18,8359000000,0.094,734000000,0.377,5393000000,11568700000,Basic Materials,Building Materials,11/3/20,,26000,0,1.02,13.07,14.2,18.99,,,1.5,,,
ORLY,OReilly Automotive,,,,,1,0,,8/4/18,9536400000,0.062,1324500000,0.168,7980800000,30438400000,Consumer Cyclical,Specialty Retail,11/3/20,,64325,0,,27.2,10.02,22.68,,,1.5,14.45,14.12,422.01
EQR,Equity Residential,,,87,,1,0,,8/4/18,,,,,,,Real Estate,REIT - Residential,11/2/20,,,#DIV/0!,5.06,-5.7,-2.35,5.11,,,12,35.85,4.55,9.19
SAM,"The Boston Beer Company, Inc.",,,,,,,,,,,,,,,Consumer Defensive,Beverages - Brewers,11/3/20,,,#DIV/0!,,81.16,35.81,30.36,,,1.5,10.97,14.85,21.12
ERIC,Telefonaktiebolaget LM Ericsson,,,,,,,,,,,,,,,,,11/2/20,14391,,#DIV/0!,1.42,22.54,4.61,2.57,,39914,0.4,6.28,5.09,17.87
